,Sex,District,Avg_score
58638,female,21,73
58639,male,16,82
58640,female,1,76
58641,female,30,75
58642,male,18,80
58643,male,5,86
58644,female,18,75
58645,female,29,79
58646,female,15,83
58647,female,25,86
58648,male,5,85
58649,female,30,86
58650,male,18,74
58651,male,4,83
58652,male,22,85
58653,male,12,78
58654,male,19,75
58655,female,23,89
58656,female,1,78
58657,female,22,78
58658,female,8,84
58659,female,19,72
58660,female,2,82
58661,female,30,80
58662,female,26,74
58663,male,5,75
58664,male,19,87
58665,male,7,92
58666,male,24,85
58667,female,11,89
58668,male,20,74
58669,female,29,79
58670,male,21,75
58671,male,16,78
58672,male,25,70
58673,female,6,92
58674,female,3,66
58675,male,31,86
58676,male,30,92
58677,male,3,79
58678,male,17,80
58679,female,3,84
58680,female,13,77
58681,female,27,88
58682,male,21,83
58683,male,32,71
58684,male,31,86
58685,male,4,84
58686,male,20,64
58687,female,16,83
58688,female,30,72
58689,male,27,68
58690,female,13,69
58691,male,18,84
58692,female,14,66
58693,female,25,95
58694,female,23,88
58695,female,25,92
58696,male,4,81
58697,male,14,78
58698,female,29,76
58699,female,9,75
58700,female,24,85
58701,female,3,79
58702,female,15,81
58703,female,30,71
58704,male,31,78
58705,male,6,79
58706,female,8,77
58707,male,23,77
58708,male,19,89
58709,female,6,82
58710,male,12,78
58711,female,12,83
58712,female,23,81
58713,female,1,69
58714,female,27,91
58715,male,5,70
58716,female,19,76
58717,male,31,86
58718,male,2,85
58719,female,8,83
58720,female,9,82
58721,female,13,75
58722,female,2,76
58723,male,19,63
58724,male,17,79
58725,male,22,86
58726,female,32,76
58727,female,23,84
58728,female,5,66
58729,female,2,71
58730,female,3,66
58731,male,6,90
58732,female,20,86
58733,male,12,76
58734,male,21,79
58735,male,5,69
58736,female,25,75
58737,female,11,79
58738,male,18,78
58739,male,23,76
58740,female,19,73
58741,female,6,94
58742,male,1,90
58743,female,25,87
58744,female,27,93
58745,male,16,79
58746,female,15,68
58747,female,24,87
58748,male,25,73
58749,female,31,89
58750,male,23,80
58751,male,31,84
58752,male,13,74
58753,female,21,80
58754,female,15,73
58755,female,22,81
58756,female,30,82
58757,male,7,70
58758,female,6,81
58759,male,32,75
58760,male,1,79
58761,female,10,73
58762,female,3,81
58763,female,3,81
58764,female,10,76
58765,male,29,80
58766,male,30,80
58767,male,8,75
58768,male,6,87
58769,female,21,82
58770,female,2,85
58771,male,13,80
58772,male,12,78
58773,female,8,88
58774,male,1,76
58775,female,4,69
58776,male,15,83
58777,female,27,66
58778,male,10,80
58779,female,9,94
58780,male,1,72
58781,male,6,73
58782,female,8,84
58783,male,12,72
58784,female,12,82
58785,male,4,83
58786,female,19,76
58787,female,28,73
58788,male,25,82
58789,male,3,61
58790,female,1,90
58791,male,11,79
58792,female,23,71
58793,male,16,86
58794,female,16,76
58795,male,23,90
58796,male,32,73
58797,female,24,79
58798,male,6,89
58799,male,29,75
58800,male,9,81
58801,male,12,85
58802,female,9,81
58803,female,11,85
58804,male,30,79
58805,female,4,73
58806,female,16,83
58807,female,1,79
58808,female,15,81
58809,female,6,82
58810,female,1,78
58811,female,12,75
58812,male,31,72
58813,female,12,76
58814,female,17,92
58815,female,10,82
58816,male,17,72
58817,male,18,84
58818,male,13,79
58819,female,13,75
58820,female,18,77
58821,male,22,67
58822,female,1,85
58823,male,32,83
58824,female,3,77
58825,female,14,76
58826,female,29,81
58827,male,17,74
58828,male,19,77
58829,male,25,73
58830,male,2,74
58831,female,23,62
58832,male,7,80
58833,female,19,77
58834,male,4,73
58835,male,32,78
58836,male,3,96
58837,female,3,82
58838,male,23,83
58839,female,4,84
58840,male,9,85
58841,male,4,76
58842,male,13,84
58843,male,2,82
58844,male,13,95
58845,female,32,76
58846,male,14,69
58847,male,13,89
58848,female,9,82
58849,male,31,77
58850,female,16,86
58851,male,4,77
58852,female,31,75
58853,male,1,77
58854,male,19,93
58855,female,19,74
58856,male,20,79
58857,female,7,64
58858,female,9,86
58859,female,12,96
58860,male,22,69
58861,male,6,87
58862,male,24,68
58863,male,10,79
58864,male,30,76
58865,male,2,78
58866,male,4,84
58867,female,2,72
58868,female,14,80
58869,female,3,68
58870,female,20,87
58871,female,27,76
58872,female,21,90
58873,female,12,92
58874,male,24,82
58875,female,5,78
58876,male,24,73
58877,female,13,81
58878,male,22,84
58879,male,32,75
58880,male,3,75
58881,female,13,89
58882,female,18,80
58883,female,25,74
58884,male,6,68
58885,male,4,76
58886,female,29,78
58887,female,12,89
58888,male,19,85
58889,male,26,75
58890,male,31,76
58891,male,28,83
58892,male,11,87
58893,male,9,82
58894,male,17,88
58895,male,22,84
58896,male,22,74
58897,female,10,84
58898,male,1,77
58899,female,19,69
58900,male,10,67
58901,female,6,79
58902,female,23,71
58903,female,17,89
58904,male,8,76
58905,female,12,66
58906,male,3,87
58907,male,21,86
58908,female,9,78
58909,female,31,74
58910,female,21,77
58911,female,17,90
58912,female,1,77
58913,male,18,93
58914,male,26,84
58915,female,11,79
58916,female,1,69
58917,female,3,73
58918,female,6,81
58919,male,32,89
58920,female,25,77
58921,female,32,89
58922,female,4,83
58923,male,1,80
58924,female,9,83
58925,female,11,75
58926,female,17,92
58927,female,1,84
58928,female,21,84
58929,male,16,73
58930,male,13,89
58931,male,15,86
58932,male,19,78
58933,female,29,74
58934,female,16,94
58935,male,24,91
58936,male,32,80
58937,female,15,67
58938,male,28,82
58939,female,29,93
58940,female,13,85
58941,female,20,88
58942,male,1,83
58943,female,28,79
58944,male,7,81
58945,female,31,84
58946,male,25,78
58947,female,15,92
58948,female,13,88
58949,female,20,85
58950,male,10,88
58951,female,17,83
58952,male,3,80
58953,male,32,75
58954,female,16,72
58955,male,19,88
58956,male,22,77
58957,male,1,74
58958,female,25,87
58959,male,21,77
58960,male,32,65
58961,female,20,72
58962,male,15,86
58963,female,32,85
58964,male,20,90
58965,male,19,83
58966,male,25,71
58967,female,4,68
58968,male,11,78
58969,male,16,76
58970,female,21,84
58971,male,26,73
58972,female,5,84
58973,female,21,84
58974,female,3,80
58975,female,1,86
58976,male,9,71
58977,male,23,65
58978,female,11,81
58979,female,32,94
58980,female,30,81
58981,male,27,75
58982,female,27,86
58983,male,26,77
58984,male,17,86
58985,male,29,72
58986,female,7,79
58987,male,5,78
58988,male,32,80
58989,female,21,71
58990,female,26,72
58991,female,31,88
58992,male,2,66
58993,female,24,75
58994,female,11,76
58995,female,2,82
58996,male,28,75
58997,male,28,85
58998,female,14,76
58999,female,30,77
59000,male,21,79
59001,male,5,85
59002,female,16,81
59003,female,31,90
59004,male,5,65
59005,male,17,71
59006,female,6,90
59007,male,10,74
59008,male,20,72
59009,female,25,78
59010,female,24,79
59011,male,14,96
59012,female,2,88
59013,female,32,74
59014,male,32,75
59015,female,19,67
59016,female,28,84
59017,male,19,84
59018,female,10,73
59019,female,11,74
59020,female,27,88
59021,female,16,79
59022,female,29,84
59023,female,12,80
59024,male,10,69
59025,male,26,78
59026,female,31,66
59027,female,24,74
59028,female,2,80
59029,male,5,87
59030,male,11,70
59031,female,9,76
59032,female,30,95
59033,male,23,88
59034,male,24,88
59035,female,13,95
59036,male,31,87
59037,female,26,80
59038,male,31,62
59039,female,32,87
59040,male,2,77
59041,male,13,81
59042,female,3,87
59043,female,15,78
59044,male,31,79
59045,male,14,78
59046,female,24,75
59047,male,7,88
59048,male,26,92
59049,male,5,88
59050,female,24,75
59051,male,27,69
59052,male,18,81
59053,female,30,86
59054,female,9,89
59055,female,24,74
59056,male,13,94
59057,male,4,88
59058,male,21,79
59059,male,27,94
59060,male,3,79
59061,male,3,95
59062,female,8,93
59063,male,2,84
59064,male,15,73
59065,female,21,78
59066,female,3,76
59067,male,8,83
59068,female,3,75
59069,male,5,84
59070,male,19,63
59071,male,7,75
59072,female,1,71
59073,female,9,79
59074,female,14,82
59075,male,4,71
59076,male,30,80
59077,female,21,63
59078,female,28,71
59079,male,2,85
59080,male,29,74
59081,male,30,78
59082,male,12,94
59083,male,19,78
59084,male,32,74
59085,female,17,72
59086,female,7,72
59087,female,32,75
59088,male,8,80
59089,female,3,68
59090,male,23,73
59091,male,15,84
59092,female,9,80
59093,female,27,80
59094,female,18,86
59095,male,26,76
59096,male,14,79
59097,female,8,80
59098,male,16,73
59099,female,17,78
59100,male,14,69
59101,female,23,77
59102,male,10,81
59103,female,9,77
59104,male,25,83
59105,male,18,84
59106,male,11,73
59107,female,1,81
59108,male,17,79
59109,male,14,84
59110,female,1,84
59111,male,23,85
59112,female,8,90
59113,female,3,84
59114,female,21,68
59115,male,19,74
59116,female,22,72
59117,male,11,77
59118,male,15,88
59119,female,18,81
59120,male,18,66
59121,male,4,80
59122,male,11,76
59123,male,30,68
59124,female,18,79
59125,female,9,82
59126,male,21,70
59127,male,25,83
59128,male,27,81
59129,female,31,79
59130,male,31,84
59131,male,5,78
59132,female,16,75
59133,male,20,75
59134,male,10,81
59135,male,27,72
59136,male,22,82
59137,male,7,80
59138,male,29,79
59139,female,20,78
59140,male,11,88
59141,male,15,85
59142,male,18,80
59143,female,13,75
59144,male,17,72
59145,male,32,71
59146,female,14,75
59147,male,20,78
59148,female,6,77
59149,female,19,70
59150,male,10,87
59151,female,17,76
59152,male,13,63
59153,male,32,86
59154,male,15,69
59155,female,9,77
59156,male,28,77
59157,male,22,87
59158,female,11,74
59159,female,18,74
59160,female,14,85
59161,male,1,72
59162,male,4,86
59163,female,8,90
59164,female,20,73
59165,male,29,91
59166,female,8,78
59167,female,17,82
59168,male,4,76
59169,female,28,83
59170,female,1,66
59171,female,25,70
59172,female,15,81
59173,male,26,82
59174,female,5,86
59175,female,28,81
59176,female,13,75
59177,female,10,82
59178,female,2,77
59179,female,11,75
59180,female,11,76
59181,male,4,78
59182,male,12,87
59183,female,3,80
59184,male,7,77
59185,male,27,72
59186,male,11,78
59187,female,8,79
59188,male,1,85
59189,female,16,75
59190,female,12,77
59191,male,13,79
59192,female,16,72
59193,female,13,79
59194,male,32,82
59195,male,27,82
59196,female,1,83
59197,male,26,69
59198,female,6,87
59199,male,23,80
59200,male,24,85
59201,female,19,82
59202,female,18,83
59203,male,31,72
59204,female,14,83
59205,male,9,80
59206,male,18,79
59207,male,13,73
59208,female,2,88
59209,male,25,81
59210,male,26,81
59211,female,11,75
59212,male,14,67
59213,male,31,74
59214,male,24,91
59215,male,2,83
59216,female,20,72
59217,female,27,83
59218,male,3,69
59219,female,19,87
59220,female,28,85
59221,female,21,94
59222,male,12,71
59223,male,32,96
59224,female,21,79
59225,female,32,79
59226,male,18,89
59227,male,25,91
59228,female,6,78
59229,male,29,83
59230,male,4,90
59231,female,19,77
59232,female,15,75
59233,female,10,77
59234,female,19,77
59235,male,21,85
59236,female,27,86
59237,female,23,82
59238,male,11,85
59239,female,24,91
59240,male,10,77
59241,male,22,95
59242,male,18,75
59243,male,26,79
59244,female,32,73
59245,male,18,81
59246,female,18,84
59247,female,2,72
59248,male,25,86
59249,male,15,78
59250,female,22,76
59251,female,30,74
59252,male,14,75
59253,male,12,82
59254,female,1,93
59255,female,7,80
59256,male,12,82
59257,female,20,79
59258,female,8,87
59259,female,21,81
59260,male,31,81
59261,female,19,82
59262,male,30,76
59263,male,26,77
59264,female,9,82
59265,male,27,73
59266,female,10,77
59267,male,29,84
59268,female,19,74
59269,female,32,78
59270,male,31,88
59271,female,14,86
59272,female,4,82
59273,male,16,74
59274,female,25,87
59275,male,26,95
59276,female,6,81
59277,female,2,86
59278,male,7,78
59279,male,8,96
59280,female,11,86
59281,female,2,85
59282,female,14,79
59283,male,16,78
59284,male,3,81
59285,male,23,81
59286,female,12,84
59287,female,7,78
59288,male,26,91
59289,male,14,76
59290,male,18,84
59291,male,15,75
59292,female,2,77
59293,female,7,77
59294,male,3,83
59295,male,17,82
59296,male,32,85
59297,female,2,84
59298,female,13,83
59299,male,10,86
59300,male,18,66
59301,female,25,83
59302,male,14,77
59303,male,16,67
59304,female,21,68
59305,male,2,78
59306,male,29,86
59307,male,5,72
59308,male,28,69
59309,female,14,70
59310,male,20,83
59311,male,5,78
59312,male,31,83
59313,female,12,89
59314,male,22,73
59315,female,29,75
59316,female,8,69
59317,male,14,82
59318,male,19,85
59319,male,22,76
59320,male,23,86
59321,male,21,84
59322,male,16,88
59323,female,27,85
59324,female,23,88
59325,female,18,80
59326,male,19,83
59327,male,29,75
59328,female,2,77
59329,male,25,80
59330,male,29,78
59331,female,28,93
59332,female,22,75
59333,male,26,78
59334,male,9,74
59335,female,4,69
59336,male,20,72
59337,male,23,84
59338,female,16,68
59339,male,3,84
59340,male,26,85
59341,female,29,78
59342,female,23,75
59343,female,23,75
59344,male,29,73
59345,female,14,84
59346,female,12,76
59347,male,26,75
59348,male,32,76
59349,male,16,79
59350,female,3,74
59351,male,4,86
59352,female,29,72
59353,male,27,88
59354,female,24,79
59355,female,27,86
59356,male,9,79
59357,female,23,81
59358,male,27,82
59359,female,17,74
59360,male,4,78
59361,male,28,75
59362,male,8,80
59363,female,14,74
59364,female,19,80
59365,female,27,78
59366,male,29,83
59367,male,14,72
59368,female,13,73
59369,female,14,73
59370,female,19,84
59371,female,24,77
59372,female,31,82
59373,male,21,74
59374,female,26,79
59375,male,12,80
59376,female,12,71
59377,male,19,90
59378,female,21,69
59379,female,31,83
59380,female,10,83
59381,female,19,71
59382,female,9,85
59383,male,23,64
59384,female,6,86
59385,female,21,76
59386,male,32,80
59387,female,3,77
59388,female,31,92
59389,female,23,86
59390,male,29,81
59391,female,11,93
59392,male,31,87
59393,female,16,88
59394,female,7,93
59395,male,23,70
59396,female,6,73
59397,male,2,77
59398,male,28,70
59399,male,9,72
59400,male,32,69
59401,female,13,89
59402,male,6,74
59403,male,20,91
59404,female,3,77
59405,female,12,81
59406,female,17,76
59407,female,31,79
59408,male,23,78
59409,female,25,80
59410,male,9,67
59411,male,27,71
59412,male,1,64
59413,female,28,73
59414,male,5,80
59415,male,30,94
59416,female,6,88
59417,male,5,77
59418,male,17,88
59419,female,10,75
59420,male,13,75
59421,male,16,92
59422,male,19,78
59423,male,17,86
59424,female,18,77
59425,female,4,89
59426,male,23,69
59427,female,12,91
59428,male,29,76
59429,male,28,75
59430,female,27,84
59431,female,4,76
59432,male,12,86
59433,male,22,79
59434,female,1,92
59435,male,4,84
59436,male,7,71
59437,male,18,79
59438,female,29,76
59439,male,3,77
59440,female,15,78
59441,male,6,75
59442,female,31,71
59443,male,19,81
59444,female,1,69
59445,female,24,80
59446,male,10,81
59447,female,3,81
59448,female,31,75
59449,female,8,72
59450,female,5,76
59451,male,27,75
59452,male,8,69
59453,male,10,84
59454,female,32,83
59455,male,10,85
59456,male,25,71
59457,male,19,78
59458,male,31,69
59459,male,5,80
59460,female,17,81
59461,male,9,91
59462,male,26,73
59463,female,26,75
59464,female,18,73
59465,male,11,78
59466,male,6,76
59467,male,12,89
59468,male,28,77
59469,female,8,78
59470,male,25,83
59471,female,11,88
59472,male,17,89
59473,male,26,74
59474,female,27,75
59475,female,23,89
59476,female,20,63
59477,female,8,76
59478,female,6,84
59479,male,23,75
59480,female,28,87
59481,female,23,93
59482,male,7,72
59483,female,12,77
59484,male,22,81
59485,female,23,82
59486,female,28,77
59487,female,24,84
59488,male,23,84
59489,male,32,91
59490,female,11,78
59491,male,7,79
59492,male,21,75
59493,male,5,83
59494,female,2,75
59495,male,23,91
59496,female,10,87
59497,female,7,85
59498,female,12,80
59499,male,13,87
59500,female,29,77
59501,female,23,83
59502,female,24,71
59503,female,28,67
59504,female,12,82
59505,female,23,85
59506,female,16,73
59507,male,15,79
59508,female,28,77
59509,male,25,77
59510,male,25,92
59511,female,1,81
59512,male,22,90
59513,male,12,80
59514,female,28,77
59515,male,13,72
59516,male,30,81
59517,male,21,79
59518,female,6,79
59519,male,6,75
59520,male,29,66
59521,male,10,88
59522,female,8,89
59523,female,18,84
59524,male,26,82
59525,female,21,79
59526,female,7,81
59527,male,10,73
59528,male,8,76
59529,male,3,73
59530,female,22,84
59531,female,22,85
59532,male,13,86
59533,female,8,81
59534,female,15,77
59535,male,13,75
59536,male,12,75
59537,male,7,74
59538,female,15,73
59539,male,25,62
59540,male,20,67
59541,male,16,94
59542,male,10,86
59543,male,5,76
59544,female,4,76
59545,male,22,75
59546,male,10,90
59547,female,13,74
59548,male,30,76
59549,female,1,79
59550,female,8,85
59551,female,16,85
59552,female,32,94
59553,female,23,93
59554,male,18,87
59555,male,3,71
59556,male,7,81
59557,male,16,86
59558,female,7,72
59559,male,1,82
59560,female,7,64
59561,male,24,86
59562,male,17,92
59563,female,7,66
59564,male,12,79
59565,male,18,77
59566,female,18,77
59567,male,20,73
59568,male,17,84
59569,male,13,76
59570,male,24,75
59571,male,32,86
59572,male,32,79
59573,male,13,92
59574,female,9,79
59575,female,32,76
59576,female,24,82
59577,female,28,77
59578,male,26,82
59579,male,31,73
59580,female,13,91
59581,male,23,63
59582,female,12,93
59583,male,11,66
59584,female,23,88
59585,female,14,78
59586,male,17,80
59587,male,31,91
59588,female,17,69
59589,female,12,77
59590,male,21,68
59591,male,5,78
59592,female,13,80
59593,female,21,72
59594,female,7,82
59595,male,7,76
59596,female,14,82
59597,female,18,72
59598,female,22,92
59599,female,20,77
59600,female,9,63
59601,female,27,90
59602,male,23,75
59603,male,18,86
59604,male,25,83
59605,male,22,91
59606,female,12,91
59607,female,7,76
59608,male,27,90
59609,female,16,75
59610,male,12,85
59611,male,32,73
59612,female,7,76
59613,female,30,70
59614,female,14,80
59615,male,4,78
59616,female,24,83
59617,female,10,76
59618,female,27,68
59619,male,11,84
59620,male,32,84
59621,female,16,86
59622,female,30,86
